Borough,Station,Line,Opening,Closing,Comments,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
QN,Jamaica-179 St,Queens Blvd Line,12/11/1950,,,12204303,12123702,12286690,12082803,11859873,11393446,10269471,10628838,10560475,10521231,9882447,9228560,9151514,9197630,8988804,8642373,8681097,8841886,9348493,9871382,9282319,9712411,9760293,9728532,9752106,9591582,9478718,9416939,9187036,8552375,8058623,7445515,7081157,6785030,6703733,6342521,5982694,5826542
QN,Jamaica-Van Wyck,Queens Blvd Line,12/11/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36239,924389,1054011,1084495,1128540,1167085,1243477,1244591,1259658,1236095
QN,Sutphin Blvd-Archer Av,Queens Blvd Line,12/11/1988,,See Queens Transfer: Sutphin Blvd-Archer Av-JFK Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QN,Jamaica Center-Parsons-Archer,Queens Blvd Line,12/11/1988,,See Queens Transfer: Jamaica Center-Parsons-Archer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Queens Blvd Line Total,Queens Blvd Line,,,,71031531,72303148,72986727,72843482,74050817,73136715,67283406,70146833,70334601,70860869,65216518,62038095,60072971,59362907,59227371,56851288,55931596,57001970,60717386,63055009,58570740,60101607,60313189,61558167,62040564,61907394,61670843,62407996,62061549,54902282,53393599,51261968,51087831,52926829,54951210,53913512,53357020,53943951
QN,Jamaica Center-Parsons-Archer,Jamaica Line,12/11/1988,,See Queens Transfer: Jamaica Center-Parsons-Archer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QN,Sutphin Blvd-Archer Av,Jamaica Line,12/11/1988,,See Queens Transfer: Sutphin Blvd-Archer Av-JFK Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QN,168 St,Jamaica Line,7/3/1918,9/11/1977,,3033155,3135964,3138575,3117453,3208316,3149675,2919273,2826594,2803940,2965099,2872948,2713252,2606842,2361131,2035123,1870931,1683426,1033623,,,,,,,,,,,,,,,,,,,,
QN,160 St,Jamaica Line,7/3/1918,9/11/1977,,825688,877738,870109,859401,906972,875515,804165,798188,784318,811838,763697,715898,661710,582099,516489,481190,409307,257516,,,,,,,,,,,,,,,,,,,,
QN,Sutphin Blvd (Jamaica Av),Jamaica Line,7/3/1918,9/11/1977,,1183103,1222663,1190746,1224268,1263774,1209569,1100366,1088655,1082844,1161672,1044542,1005227,923294,774316,732941,690908,620659,400612,,,,,,,,,,,,,,,,,,,,
QN,Queens Blvd,Jamaica Line,7/3/1918,4/15/1985,,249384,253096,229968,215687,214824,209113,190916,185110,176225,191012,172730,151159,155151,150597,141896,138313,133990,213757,424806,440836,418533,421032,396770,388677,386761,107256,,,,,,,,,,,,
QN,Metropolitan Av,Jamaica Line,7/3/1918,4/15/1985,,360331,333280,317173,312419,304903,281303,251434,247025,251667,271201,249773,235160,229429,224039,213992,193496,187892,179737,197693,201181,182491,187397,163162,151537,137766,38588,,,,,,,,,,,,
QN,121 St,Jamaica Line,7/3/1918,,,569045,547489,509525,504440,512989,469251,444188,447337,473512,503079,448154,389858,369689,336125,318579,304383,301067,286428,303584,315481,305407,312263,293818,279690,265631,302070,325109,310803,302800,449642,468098,452785,403858,432003,443743,487991,491743,467143
QN,111 St,Jamaica Line,5/28/1917,,,587415,597782,554166,522426,521213,488122,458967,482523,477191,491785,436353,401179,389082,351411,324071,293232,271787,241405,251284,275169,263568,272388,265497,237114,221464,234096,247611,236618,211697,352010,424969,431432,408871,458691,479823,530808,537218,523163
QN,104 St,Jamaica Line,5/28/1917,,,537759,539631,520278,501227,507531,503421,465186,464106,453851,498686,450873,403456,395495,372600,340135,316026,302344,278406,280936,299096,282157,284056,260879,251979,252742,240419,249448,254726,250331,342940,406306,413875,392987,432580,459452,516521,538639,522420
QN,Woodhaven Blvd,Jamaica Line,5/28/1917,,,922301,921054,872820,836554,809657,757278,670987,673442,684434,716905,644418,591921,563452,511386,477386,463912,446480,416661,431721,444848,408517,414959,379140,374188,361418,343315,355974,338312,322503,475135,526939,531992,501406,573965,622093,699617,732957,719167
QN,85 St-Forest Pkwy,Jamaica Line,5/28/1917,,,841201,830789,785263,753873,745757,704816,655184,666133,666484,692075,645665,593215,570333,527255,496707,474341,443537,399546,405634,401458,385623,384702,379709,366455,355365,347240,355732,360803,348645,436504,492889,497727,471447,530100,560672,634661,670688,683207
QN,75 St,Jamaica Line,5/28/1917,,,562958,588505,561388,549816,561033,532750,507839,510990,505255,523981,470012,442664,421402,400489,381714,365638,348351,340205,386602,400262,383592,406422,388843,348292,344446,333860,350910,337236,353035,457896,509779,498550,469599,515742,534567,583578,594176,595913
BK,Cypress Hills,Jamaica Line,,,,263311,254787,231036,227896,219486,196929,181810,183468,177964,179064,166098,150724,137265,139663,137652,136845,131254,135329,154359,159875,169241,293016,301278,201096,202826,201386,224106,206724,207528,237981,242392,229758,219012,217885,214536,232829,246351,240731
BK,Crescent St,Jamaica Line,,,,853678,862663,834566,817354,812438,784183,709154,723913,733402,763359,712199,672219,649460,604500,580437,556726,542774,525628,595374,674169,691282,389775,350395,711333,696871,758142,787121,816578,786118,900821,963092,922786,870230,926497,913489,983195,949352,956683
BK,Norwood Av,Jamaica Line,,,,644647,643407,626104,608598,590206,559776,512580,522030,513943,548275,517824,504299,491788,489064,474842,476074,471090,486576,532979,593439,585634,310523,289467,742841,591401,584121,606340,600242,601502,660472,686266,608163,553254,587596,587895,653333,651022,654371
BK,Cleveland St,Jamaica Line,,,,665228,672981,660497,645858,640694,604143,565069,569747,574383,611734,580086,568687,561261,533065,529283,513854,492717,496778,544138,579971,552739,698493,620405,42030,448488,487838,506283,532028,553220,594576,631671,586767,550518,580765,585511,645845,626388,632993
BK,Van Siclen Av,Jamaica Line,,,,590949,597431,565493,548673,540010,517711,485004,493464,507406,537541,556097,571456,564361,552346,540388,523655,493808,467557,494672,514475,504035,509471,464499,37608,364649,427699,451981,461910,442017,484759,496676,475455,456305,494780,482367,535672,530890,518846
BK,Alabama Av,Jamaica Line,,,,276781,283575,281311,297666,312965,316514,282445,287104,289527,312184,286171,292431,278715,266787,255302,238953,205301,190906,174522,175937,157232,149402,127769,10605,75275,95190,98521,96677,98211,142817,149939,148316,137632,146517,163042,195736,198095,231846
BK,Broadway Junction,Jamaica Line,,,See Other Brooklyn Transfer: Broadway Junction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Chauncey St,Jamaica Line,,,,1059473,1154072,1137084,1120714,1148703,1095445,1020135,1045725,1059370,1153943,1057053,987326,914626,821405,736636,657545,548517,488291,468286,466087,443176,441525,418625,421794,375644,406253,381624,392147,391974,407938,397923,380549,389012,390356,408466,422878,417018,440170
BK,Halsey St,Jamaica Line,,,,1793564,1918376,1987841,1987415,2022322,1957290,1819451,1843864,1851674,1930297,1755163,1670621,1498690,1358916,1223716,1069502,964090,886300,887199,866314,801465,835304,795760,793161,753544,829989,796504,814807,800512,811888,776653,729110,742167,760513,813888,845258,822364,856894
BK,Gates Av,Jamaica Line,,,,1981152,2072132,2059196,2083546,2088727,1990745,1843763,1901048,1905563,2015007,1897039,1767396,1639834,1522000,1426591,1278159,1102107,939776,933078,921710,848777,832448,773648,781407,757050,796355,761187,772168,747976,774578,731069,686210,696981,721864,759055,789302,798471,844965
BK,Kosciuszko St,Jamaica Line,,,,1321525,1384582,1363841,1349270,1339070,1223996,1116725,1158109,1146130,1225394,1133901,1058907,978836,902729,825433,727563,641529,616367,654154,652040,618418,630121,592095,587025,532673,580888,591138,605467,565958,551004,544744,514207,500729,529017,588498,631509,633575,653961
BK,Myrtle Av,Jamaica Line,,,,1895180,1887245,1840946,1793487,1794609,1785737,1685865,1793948,1841923,1950810,1763811,1678597,1557070,1448139,1408101,1262803,1132206,1057893,1100106,1103495,1005500,1002388,933178,934917,753555,990645,1035942,1058118,914546,1131636,1223523,1105399,1062283,1073294,1114403,1131147,1138793,1153043
BK,Park Av,Jamaica Line,,7/1/1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Flushing Av,Jamaica Line,,,,1801678,1846717,1802961,1782749,1816006,1778433,1655453,1602025,1593280,1711066,1547603,1456715,1411374,1354284,1318195,1200314,1121129,1133492,1287372,1361821,1209269,1204507,1191004,1301851,1158656,1332250,1305659,1303111,1177641,1383255,1384669,1279101,1268758,1295621,1370854,1368908,1366275,1363174
BK,Lorimer St,Jamaica Line,,,,1052308,1035740,775497,704634,740417,886260,876850,945489,1028912,1091070,1019304,961006,883312,827062,793412,758175,695005,658701,704141,723352,683369,709705,688632,708056,573862,666971,634371,616647,518743,622164,613659,584772,560971,568795,610996,614519,600223,629190
BK,Hewes St,Jamaica Line,,,,1394412,1363248,1337230,1323783,1352157,1314127,1202957,1203944,1198514,1253662,1153462,1062215,931360,853890,816412,755105,623698,567744,559545,553267,479847,466941,463975,796383,671253,478376,432914,423215,382710,452985,434540,414005,401779,390781,410866,419914,438635,427355
BK,Marcy Av,Jamaica Line,,,,2727540,2742828,2638295,2559752,2608762,2641799,2532420,2548509,2517989,2593663,2337514,2212095,2076402,1938303,1903811,1800881,1660298,1594761,1711038,1751618,1638648,1623233,1562343,1099377,793308,1442440,1494884,1522795,1304241,1545550,1525319,1461203,1503405,1634756,1712669,1657095,1643281,1720491
BK,Driggs Av,Jamaica Line,,7/2/1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Broadway Ferry,Jamaica Line,,7/2/1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamaica Line Total,Jamaica Line,,,,27993766,28567775,27691909,27248959,27583541,26833901,24958186,25212490,25299701,26704402,24682490,23257683,21860233,20203601,18949244,17548524,15974363,14293995,13483223,13875901,13018520,12780071,12100891,11567416,11074648,12025387,11993359,12061132,11281908,13216551,13631115,12952162,12561204,13262118,13836884,14580316,14626153,14835726
QN,Middle Village-Metropolitan Av,Myrtle Ave Line,,,,1158926,1211236,1197450,1150249,1140057,1134612,1056447,1054607,1037957,1057759,984890,967072,948684,902221,883842,902184,863683,820488,868824,886097,869576,916562,907105,884779,856498,853104,836422,817732,731085,774226,759556,753995,745993,759310,800535,814038,828943,846953
QN,Fresh Pond Rd,Myrtle Ave Line,,,,1373262,1346280,1245719,1155602,1149617,1104320,1045749,1067502,1045561,1068391,989821,948410,936338,904087,894204,880427,871909,843559,908083,906899,858591,892070,878441,883223,856098,856380,854841,857814,808087,857082,885819,861385,840349,878077,970564,896898,1009664,1057176
QN,Forest Av,Myrtle Ave Line,,,,984043,966053,903424,838543,829221,809539,754308,758413,740471,735459,662652,614543,581427,541871,540969,535110,521869,510464,554793,565978,542208,565856,562165,560672,537725,546575,536925,531305,516177,565735,602097,603127,611565,622295,668834,703812,711322,744262
QN,Seneca Av,Myrtle Ave Line,,,,467499,468951,437640,401199,399324,400648,373234,369297,355221,351269,308988,297855,298930,297722,315753,314144,309391,311383,336309,332649,337175,350040,350990,348862,326480,359684,378993,359910,334734,416420,430394,431147,433300,408583,430719,425862,435581,464935
BK,Wyckoff Av,Myrtle Ave Line,,,See Other Brooklyn Transfer: Myrtle-Wyckoff Avs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Knickerbocker Av,Myrtle Ave Line,,,,845158,873218,838445,798507,837610,869976,841249,904462,947840,954078,820467,794518,755152,703768,673752,623647,537098,463010,469611,488824,460430,463663,454526,476426,414688,478392,503467,496654,452177,587000,619295,595603,609875,559507,574187,593332,622320,660349
BK,Central Av,Myrtle Ave Line,,,,581449,603838,593002,555817,568815,587651,559810,584206,602747,598913,505085,483503,467037,436252,396718,342722,307792,287149,290371,293572,276148,270277,259429,254815,227418,230175,240062,241076,221238,266153,280601,254249,241088,214588,227215,247408,266214,288419
BK,Evergreen Av,Myrtle Ave Line,,5/3/1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Broadway,Myrtle Ave Line,,10/3/1969,See Jamaica Line: Myrtle Av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Sumner Av,Myrtle Ave Line,,10/3/1969,,407587,419192,400475,363707,363798,385442,342167,341509,341058,245578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Tompkins Av,Myrtle Ave Line,,10/3/1969,,325075,326350,334272,315581,365052,430974,386864,397719,400639,290617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Nostrand Av,Myrtle Ave Line,,10/3/1969,,340170,371630,372365,339768,321755,328934,308555,302425,298152,213362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Franklin Av,Myrtle Ave Line,,10/3/1969,,472949,471895,462663,444071,446906,455946,416783,420960,425594,332247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Grand Av,Myrtle Ave Line,,1/21/1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Washington Av,Myrtle Ave Line,,10/3/1969,,484736,576038,573046,515887,502049,476429,434670,447877,435025,307422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Vanderbilt Av,Myrtle Ave Line,,10/3/1969,,486864,489163,452521,420865,425950,423828,376639,391630,395578,304985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Navy St,Myrtle Ave Line,,10/3/1969,,316209,313971,279731,253920,253162,257979,226229,234225,223174,161812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Bridge/Jay Sts,Myrtle Ave Line,,10/3/1969,,1315609,1356868,1318420,1223983,1277953,1374820,1275811,1301014,1321261,992505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Adams St,Myrtle Ave Line,,3/5/1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Johnson St,Myrtle Ave Line,,10/17/1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,High St,Myrtle Ave Line,,4/2/1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Sands St,Myrtle Ave Line,,3/5/1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Conductor's Collections,Myrtle Ave Line,,,,392843,349841,345629,331591,334484,346601,319704,326635,332579,266986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Myrtle Ave Line Total,Myrtle Ave Line,,,,9952379,10144524,9754802,9109290,9215753,9387699,8718219,8902481,8902857,7881383,4271903,4105901,3987568,3785921,3705238,3598234,3411742,3236053,3427991,3474019,3344128,3458468,3412656,3408777,3218907,3324310,3350710,3304491,3063498,3466616,3577762,3499506,3482170,3442360,3672034,3681350,3874045,4062094
BK,Canarsie-Rockaway Pkwy,Canarsie Line,,,,1417230,1633076,1692597,1702629,1760098,1786635,1771230,1884093,1904159,1968408,1933277,1924123,1893604,1765479,1732331,1711230,1719227,1772741,1925665,2119369,1909194,1851012,1840763,1842180,1854888,1784823,1771950,1774476,1742051,1681997,1686819,1595559,1558803,1651473,1709630,1783769,1856335,1928743
BK,East 105 St,Canarsie Line,,,,688859,741501,776743,792321,795868,766435,710840,721997,713162,716284,696580,706960,718607,701557,664299,622201,633778,651120,669170,670155,614021,627434,634182,664812,661824,657155,679343,703360,704641,666372,619192,565942,583665,645891,667668,671046,682426,667965
BK,New Lots Av,Canarsie Line,,,,970416,1027917,1082759,1086299,841120,1060338,1016600,1004305,941469,928418,836004,780549,712150,676681,609978,523602,467999,425631,424630,421931,372844,370113,360156,393234,407656,406900,378140,393135,400103,368258,379246,355518,354263,376368,388898,405802,413307,392383
BK,Livonia Av,Canarsie Line,,,,1171169,1301682,1372488,1344944,1381913,1228968,1031317,901998,805465,791488,680760,626562,547652,474997,421871,373832,327423,306008,294491,281211,248283,231370,208996,235765,244071,262942,239352,148594,166112,219078,237067,220551,204879,241739,242181,272791,281414,282947
BK,Sutter Av,Canarsie Line,,,,1703820,1759628,1769615,1677901,1576625,1399063,1208146,1119266,1126554,1056436,924165,876521,833547,775758,698185,627571,563008,530645,575460,594298,540749,548679,549616,607130,629453,637968,575389,624831,639782,580870,568628,529023,526243,580522,575250,604251,613098,604329
BK,Atlantic Av,Canarsie Line,,,,620210,615423,618926,601714,605192,565392,488180,480293,467832,452360,393830,389466,370138,341634,317856,297277,249036,216559,221720,221401,168435,154551,149274,159562,161260,165226,161685,156885,154927,139142,138760,125215,111605,120477,122838,127852,134195,135449
BK,Broadway - Eastern Pkwy,Canarsie Line,,,See Other Brooklyn Transfer: Broadway Junction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Bushwick Av-Aberdeen St,Canarsie Line,7/14/1928,,,219036,224480,229857,220698,220666,211262,195998,207904,210910,206681,198639,200230,196476,182279,161999,145903,146783,153196,171839,186573,157939,152737,149425,154339,158673,157779,170376,180109,197716,178100,178780,156106,155487,165550,173706,189856,188895,186872
BK,Wilson Av,Canarsie Line,7/14/1928,,,764861,819136,826073,808658,865057,879735,821039,860862,870136,930845,869074,800326,739402,718609,674364,584305,529801,514232,536466,548437,486472,477524,461835,475545,487019,493676,490870,511386,555348,519359,498709,434314,457733,493792,513097,527847,535853,543278
BK,Halsey St,Canarsie Line,7/14/1928,,,1035076,1053834,1021215,995003,966596,963819,918515,954734,948820,970504,956990,945525,906030,863492,842876,819451,812954,816687,889551,898758,841818,863272,813413,853840,878923,893981,927776,987220,1024680,964759,985902,874481,872337,971995,1038161,1085924,1085217,1058482
BK,Myrtle Av,Canarsie Line,7/14/1928,,See Other Brooklyn Transfer: Myrtle Av-Wyckoff Avs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,DeKalb Av,Canarsie Line,7/14/1928,,,1457351,1496426,1467489,1435508,1449092,1415086,1313697,1371308,1372290,1401505,1304437,1236048,1185846,1161023,1112633,1040352,1008712,991800,1085207,1103540,1051016,1100648,1081838,1133475,1175022,1212017,1285276,1396945,1513306,1487231,1441417,1342311,1364160,1427606,1552678,1638754,1664457,1637905
BK,Jefferson St,Canarsie Line,7/14/1928,,,1492290,1459507,1427227,1384360,1388667,1449914,1293918,1313853,1287875,1304174,1146162,1069127,1011481,999169,907511,774897,771318,769987,877066,874886,780762,792050,736927,742178,797508,809811,839055,877217,894320,875495,840622,727228,740571,748944,844989,891345,904049,898338
BK,Morgan Av,Canarsie Line,7/14/1928,,,1682810,1663223,1630552,1601672,1599524,1539791,1348008,1336468,1338491,1330738,1198732,1115797,1058831,1013575,899700,706338,652415,603537,623262,592626,525836,511031,435504,466358,466461,484746,511473,551467,589182,615901,605954,454970,478599,514684,569254,613096,601501,612382
BK,Montrose Av,Canarsie Line,6/30/1924,,,1105940,1134786,1098873,1051557,1024581,1014355,953932,962266,926514,937259,810019,736803,692127,670853,618230,575287,580720,598615,638880,625319,579473,582548,577081,603809,679460,670016,698456,753406,850598,758250,726189,669352,707560,713427,779652,815903,819212,832227
BK,Grand St,Canarsie Line,6/30/1924,,,1516349,1544872,1532685,1489793,1445449,1277393,1120305,1148916,1126300,1141046,1064234,1001853,922041,864103,823096,754651,686158,665749,647084,687284,651227,682103,673584,693904,697435,707356,728317,745641,781449,793810,737408,670913,714196,749377,798181,854677,854575,922447
BK,Graham Av,Canarsie Line,6/30/1924,,,1260144,1307120,1294889,1268557,1266774,1231631,1167577,1206359,1199368,1215730,1145915,1110057,1090132,1036284,1003526,933911,898625,909618,981974,985194,919873,960061,949506,937397,951024,945217,950687,1005049,1043193,1064924,1055718,996382,993431,1051485,1157546,1185004,1253314,1349242
BK,Lorimer St,Canarsie Line,6/30/1924,,See Other Brooklyn Transfer: Metropolitan Av/Lorimer St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Bedford Av,Canarsie Line,6/30/1924,,,2280815,2275107,2212426,2159774,2082787,2026129,1899430,1853451,1814034,1839409,1745004,1691549,1614395,1537019,1449625,1319757,1249386,1204241,1243805,1293867,1206296,1264926,1283291,1323910,1459186,1508503,1601708,1691557,1846976,1775353,1744949,1768132,1797111,1854692,1957190,2090120,2210395,2377290
,Canarsie Line Total,Canarsie Line,,,,19386376,20057718,20054414,19621388,19270009,18815946,17258732,17328073,17053379,17191285,15903822,15211496,14492459,13782512,12938080,11810565,11297343,11130366,11806270,12104849,11054238,11170059,10905391,11287438,11709863,11798116,12009853,12501278,13104384,12688899,12445360,11485997,11620643,12308022,13090919,13758037,14098243,14430279
QN,Flushing-Main St,Flushing Line (Queens),1/21/1928,,,12761979,13069051,13733380,14214494,15494386,15420808,14502957,15100094,15239950,15572226,14876281,14122888,13751859,13499793,13277201,12784614,12454119,12324217,12810279,12955221,12436313,12760665,12560384,12718369,12400594,12422901,12254143,12185820,12112181,12278853,12335891,11707783,11718814,11888858,12366234,12109402,12065131,12377857
QN,Willets Point-Shea Stadium,Flushing Line (Queens),5/14/1927,,,1193598,1154557,869330,889349,11524700,9375747,1447037,1493958,1784322,2306890,2094494,1744766,1680803,1742377,1406003,1264139,963957,798286,915351,877551,992154,944982,1035980,1067937,1034394,1151219,1225897,1218186,1168125,1210324,1090788,944696,811197,705276,717708,776294,840550,922406
QN,111 St,Flushing Line (Queens),10/13/1925,,,1252707,1268650,1238731,1223393,1669920,1532857,1245269,1375020,1500292,1605967,1591947,1551425,1492591,1488937,1424191,1349520,1314631,1311167,1351815,1401159,1351880,1376240,1356916,1418308,1412810,1489133,1570628,1631773,1699820,1838732,1789695,1647822,1681759,1692421,1789184,1898462,1951234,1995657
QN,103 St-Corona Plaza,Flushing Line (Queens),4/21/1917,,,1904267,1945991,1989691,2038203,2130178,2111543,1972656,2096272,2203022,2453688,2473240,2445884,2252583,2103489,2006958,1927988,1881405,1880777,2008351,2121188,2096513,2205399,2166950,2255128,2211350,2352415,2517432,2618247,2832565,3049992,2914145,2672658,2765414,2904274,3152950,3349471,3369251,3468182
QN,Junction Blvd,Flushing Line (Queens),4/21/1917,,,2915281,2926562,2958863,2964659,3194039,3226617,3068654,3162134,3293302,3578401,3548688,3526129,3355985,3212871,3121320,3038043,2915602,2911518,3066881,3260664,3224426,3441530,3434590,3608036,3675234,3599449,3479538,3506274,3580348,3983353,4017196,3846883,3875670,4047599,4722404,4749457,4718512,4625372
QN,90 St-Elmhurst Av,Flushing Line (Queens),4/21/1917,,,2475692,2499965,2561647,2591854,2828771,2825612,2625181,2794921,2944179,3189091,3159329,3096659,2935064,2812884,2794578,2702811,2693794,2695923,2875471,3045636,3115977,3266421,3219034,3377091,3277353,3448675,3583944,3628142,3754589,3882044,3696308,3485831,3682431,3945675,4299453,4450027,4443376,4498585
QN,82 St-Jackson Hts,Flushing Line (Queens),4/21/1917,,,2931713,2915851,2936078,2951110,3436057,3466592,3175179,3323728,3438858,3625651,3496491,3313504,3165462,3080887,3040271,2941636,2883839,2855779,3052182,3212913,3257865,3439100,3409545,3408741,3211597,3491497,3725972,3767368,3790407,4053368,3903544,3690691,3769944,4028083,4410679,4555268,4553678,4576510
QN,74 St-Broadway,Flushing Line (Queens),4/21/1917,,See Queens Transfer: 74 St-Bway/Jackson Hts-Roosevelt Av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QN,69 St,Flushing Line (Queens),4/21/1917,,,661391,664848,662920,647508,784459,832108,783365,820529,823536,849460,816579,784497,766344,754856,748542,719430,704302,703991,740180,788313,842440,865794,861952,867192,823897,915419,976184,1022287,1035299,1100804,1082361,1052846,1032880,1047728,1099605,1126107,1135955,1171519
QN,Woodside-61 St,Flushing Line (Queens),4/21/1917,,,2952236,2877157,2906674,2963490,3475801,3450884,3252064,3435797,3447789,3531415,3421527,3322923,2986726,2902831,2874034,2764655,2679377,2743464,2888566,3060907,3050737,3152209,3149653,3218927,3064399,3026183,3102102,3117759,3196536,3268078,3064323,2922433,3062621,3200500,3325795,3308412,3306987,3402443
QN,52 St,Flushing Line (Queens),4/21/1917,,,1136090,1134219,1178119,1183216,1331483,1371790,1294357,1348907,1354994,1382334,1314324,1306503,1278068,1285107,1257523,1210342,1205297,1164624,1210360,1247540,1232082,1302977,1265202,1268356,1295091,1374768,1384543,1410772,1440336,1458986,1456946,1441106,1468764,1554433,1647330,1668282,1689865,1685396
QN,46 St-Bliss St,Flushing Line (Queens),4/21/1917,,,2581225,2571487,2625819,2543599,2727972,2648907,2418345,2461998,2446895,2504775,2389866,2318712,2300764,2260668,2197286,2135479,2120689,2152936,2300251,2445665,2438418,2578598,2553395,2576612,2537063,2615274,2703457,2819514,2937416,2951156,2882291,2808090,2902260,3099623,3396913,3435298,3500189,3436086
QN,40 St-Lowery St,Flushing Line (Queens),4/21/1917,,,2022282,2073478,2081148,2013547,2106009,2069758,1922995,1922284,1930857,1994088,1859770,1782319,1755915,1731441,1727178,1679944,1665183,1699717,1788037,1861051,1810353,1904433,1895060,1931972,1959508,2048520,2086298,2061210,2107114,2068114,2101257,2065942,2119755,2269142,2376709,2412677,2530577,2546189
QN,33 St-Rawson St,Flushing Line (Queens),4/21/1917,,,1630539,1565311,1502628,1506652,1588694,1670153,1696384,1821045,1869739,1990116,1750233,1632684,1594444,1592519,1635242,1465411,1497152,1594664,1818489,1899643,1793917,1802510,1612048,1582817,1566408,1579002,1614559,1670535,1854189,1937676,1811497,1776241,1847261,1889638,1944620,1865725,1906437,2025830
QN,Queensboro Plaza,Flushing Line (Queens),11/5/1916,,See Queens Transfer: Queensboro Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QN,Court Square,Flushing Line (Queens),11/5/1916,,See Queens Transfer: Court Square-23 St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QN,Hunters Point Av,Flushing Line (Queens),2/15/1916,,,2959019,3006687,3120111,3111697,3229441,3392035,3386556,3487822,3477164,3611995,3424122,3134746,2752314,2504498,2518179,2388542,2265580,2275030,2318245,2478533,2457736,2541505,2499856,2519479,2489664,2363524,2310594,2230854,1863787,1781403,1530791,1500825,1377884,1347595,1325869,1242084,1269534,1076144
QN,Vernon Blvd-Jackson Av,Flushing Line (Queens),6/22/1915,,,1899683,1862797,1869024,1809207,1837110,1803058,1677603,1651818,1666398,1686475,1693108,1702312,1666201,1602008,1466769,1343215,1319836,1297273,1314521,1372785,1360829,1473653,1428532,1506589,1511838,1547349,1535924,1486729,1443874,1500893,1560054,1338260,1250324,1252976,1240025,1263012,1326163,1442719
,Flushing Line (Queens) Total,Flushing Line (Queens),,,,42490598,42681734,43352124,43722618,58467369,56296998,45524686,47394630,48516047,51043255,49038676,46792415,44698960,43514340,42377372,40469501,39279281,39090555,41124170,42712837,42163391,43778670,43140935,44063132,43202645,44138733,44764358,45077613,45558900,47160237,46111375,43723399,44129341,45629142,48595435,49062766,49545459,50139844
QN,Astoria-Ditmars Blvd,Astoria Line,2/1/1917,,,3728440,3722887,3678108,3604178,3671142,3578360,3379154,3532842,3571338,3752576,3608278,3534465,3415345,3375186,3341842,3244820,3216297,3187915,3317699,3388851,3264421,3413210,3433201,3501344,3455270,3480173,3447980,3493521,3498572,3511301,3365348,3229877,3090800,3327276,3556768,3610904,3759692,3810177
QN,Astoria Blvd,Astoria Line,2/1/1917,,,1790468,1805101,1791549,1750849,1849334,1847088,1768905,1836892,1810127,1863651,1804457,1743363,1661521,1652950,1638648,1578662,1575290,1550426,1624021,1667818,1660804,1710870,1729964,1793173,1811729,1829111,1849422,1870355,1951464,2017441,1947144,1910002,1850126,2100933,2195663,2200203,2334534,2392670
